"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","LIFEEXP","TOT","YR","A","2002",72.5,
"HUN","LIFEEXP","TOT","YR","A","2003",72.6,
"HUN","LIFEEXP","TOT","YR","A","2004",73,
"HUN","LIFEEXP","TOT","YR","A","2005",73,
"HUN","LIFEEXP","TOT","YR","A","2006",73.5,
"HUN","LIFEEXP","TOT","YR","A","2007",73.6,
"HUN","LIFEEXP","TOT","YR","A","2008",74.2,
"HUN","LIFEEXP","TOT","YR","A","2009",74.4,
"HUN","LIFEEXP","TOT","YR","A","2010",74.7,
"HUN","LIFEEXP","TOT","YR","A","2011",75,
"HUN","LIFEEXP","TOT","YR","A","2012",75.2,"B"
"HUN","LIFEEXP","TOT","YR","A","2013",75.7,
"HUN","LIFEEXP","TOT","YR","A","2014",75.9,
"HUN","LIFEEXP","TOT","YR","A","2015",75.7,
"HUN","LIFEEXP","TOT","YR","A","2016",76.2,
"HUN","LIFEEXP","TOT","YR","A","2017",75.9,
"HUN","LIFEEXP","TOT","YR","A","2018",76.2,
"ISL","LIFEEXP","TOT","YR","A","2000",79.7,
"ISL","LIFEEXP","TOT","YR","A","2001",80.8,
"ISL","LIFEEXP","TOT","YR","A","2002",80.6,
"ISL","LIFEEXP","TOT","YR","A","2003",81,
"ISL","LIFEEXP","TOT","YR","A","2004",81.1,
"ISL","LIFEEXP","TOT","YR","A","2005",81.6,
"ISL","LIFEEXP","TOT","YR","A","2006",81.2,
"ISL","LIFEEXP","TOT","YR","A","2007",81.5,
"ISL","LIFEEXP","TOT","YR","A","2008",81.7,
"ISL","LIFEEXP","TOT","YR","A","2009",81.8,
"ISL","LIFEEXP","TOT","YR","A","2010",82,
"ISL","LIFEEXP","TOT","YR","A","2011",82.4,
"ISL","LIFEEXP","TOT","YR","A","2012",83,
"ISL","LIFEEXP","TOT","YR","A","2013",82.1,
"ISL","LIFEEXP","TOT","YR","A","2014",82.9,
"ISL","LIFEEXP","TOT","YR","A","2015",82.5,
"ISL","LIFEEXP","TOT","YR","A","2016",82.3,
"ISL","LIFEEXP","TOT","YR","A","2017",82.7,
"ISL","LIFEEXP","TOT","YR","A","2018",82.9,
"IRL","LIFEEXP","TOT","YR","A","2000",76.6,
"IRL","LIFEEXP","TOT","YR","A","2001",77.2,
"IRL","LIFEEXP","TOT","YR","A","2002",77.7,
"IRL","LIFEEXP","TOT","YR","A","2003",78.2,
"IRL","LIFEEXP","TOT","YR","A","2004",78.6,
"IRL","LIFEEXP","TOT","YR","A","2005",79,
"IRL","LIFEEXP","TOT","YR","A","2006",79.3,
"IRL","LIFEEXP","TOT","YR","A","2007",79.7,
"IRL","LIFEEXP","TOT","YR","A","2008",80.2,
"IRL","LIFEEXP","TOT","YR","A","2009",80.3,
"IRL","LIFEEXP","TOT","YR","A","2010",80.8,
"IRL","LIFEEXP","TOT","YR","A","2011",80.8,
"IRL","LIFEEXP","TOT","YR","A","2012",80.9,
"IRL","LIFEEXP","TOT","YR","A","2013",81,
"IRL","LIFEEXP","TOT","YR","A","2014",81.4,
"IRL","LIFEEXP","TOT","YR","A","2015",81.5,
"IRL","LIFEEXP","TOT","YR","A","2016",81.7,
"IRL","LIFEEXP","TOT","YR","A","2017",82.2,
"IRL","LIFEEXP","TOT","YR","A","2018",82.3,
"ITA","LIFEEXP","TOT","YR","A","2000",79.9,
"ITA","LIFEEXP","TOT","YR","A","2001",80.2,
"ITA","LIFEEXP","TOT","YR","A","2002",80.3,
"ITA","LIFEEXP","TOT","YR","A","2003",80.1,
"ITA","LIFEEXP","TOT","YR","A","2004",80.9,
"ITA","LIFEEXP","TOT","YR","A","2005",80.9,
"ITA","LIFEEXP","TOT","YR","A","2006",81.4,
"ITA","LIFEEXP","TOT","YR","A","2007",81.5,
"ITA","LIFEEXP","TOT","YR","A","2008",81.6,
"ITA","LIFEEXP","TOT","YR","A","2009",81.7,
"ITA","LIFEEXP","TOT","YR","A","2010",82.1,
"ITA","LIFEEXP","TOT","YR","A","2011",82.3,
"ITA","LIFEEXP","TOT","YR","A","2012",82.3,
"ITA","LIFEEXP","TOT","YR","A","2013",82.8,
"ITA","LIFEEXP","TOT","YR","A","2014",83.2,
"ITA","LIFEEXP","TOT","YR","A","2015",82.6,
"ITA","LIFEEXP","TOT","YR","A","2016",83.3,
"ITA","LIFEEXP","TOT","YR","A","2017",83,
"ITA","LIFEEXP","TOT","YR","A","2018",83.4,
"JPN","LIFEEXP","TOT","YR","A","2000",81.2,
"JPN","LIFEEXP","TOT","YR","A","2001",81.5,
"JPN","LIFEEXP","TOT","YR","A","2002",81.8,
"JPN","LIFEEXP","TOT","YR","A","2003",81.8,
"JPN","LIFEEXP","TOT","YR","A","2004",82.1,
"JPN","LIFEEXP","TOT","YR","A","2005",82,
"JPN","LIFEEXP","TOT","YR","A","2006",82.4,
"JPN","LIFEEXP","TOT","YR","A","2007",82.6,
"JPN","LIFEEXP","TOT","YR","A","2008",82.7,
"JPN","LIFEEXP","TOT","YR","A","2009",83,
"JPN","LIFEEXP","TOT","YR","A","2010",82.9,
"JPN","LIFEEXP","TOT","YR","A","2011",82.7,
"JPN","LIFEEXP","TOT","YR","A","2012",83.2,
"JPN","LIFEEXP","TOT","YR","A","2013",83.4,
"JPN","LIFEEXP","TOT","YR","A","2014",83.7,
"JPN","LIFEEXP","TOT","YR","A","2015",83.9,
"JPN","LIFEEXP","TOT","YR","A","2016",84.1,
"JPN","LIFEEXP","TOT","YR","A","2017",84.2,
"KOR","LIFEEXP","TOT","YR","A","2000",76,
"KOR","LIFEEXP","TOT","YR","A","2001",76.5,
"KOR","LIFEEXP","TOT","YR","A","2002",76.8,
"KOR","LIFEEXP","TOT","YR","A","2003",77.3,
"KOR","LIFEEXP","TOT","YR","A","2004",77.8,
"KOR","LIFEEXP","TOT","YR","A","2005",78.2,
"KOR","LIFEEXP","TOT","YR","A","2006",78.8,
"KOR","LIFEEXP","TOT","YR","A","2007",79.2,
"KOR","LIFEEXP","TOT","YR","A","2008",79.6,
"KOR","LIFEEXP","TOT","YR","A","2009",80,
"KOR","LIFEEXP","TOT","YR","A","2010",80.2,
"KOR","LIFEEXP","TOT","YR","A","2011",80.6,
"KOR","LIFEEXP","TOT","YR","A","2012",80.9,
"KOR","LIFEEXP","TOT","YR","A","2013",81.4,
"KOR","LIFEEXP","TOT","YR","A","2014",81.8,
"KOR","LIFEEXP","TOT","YR","A","2015",82.1,
"KOR","LIFEEXP","TOT","YR","A","2016",82.4,
"KOR","LIFEEXP","TOT","YR","A","2017",82.7,
"KOR","LIFEEXP","TOT","YR","A","2018",82.7,
"LUX","LIFEEXP","TOT","YR","A","2000",78,
"LUX","LIFEEXP","TOT","YR","A","2001",77.9,
"LUX","LIFEEXP","TOT","YR","A","2002",78.1,
"LUX","LIFEEXP","TOT","YR","A","2003",77.8,
"LUX","LIFEEXP","TOT","YR","A","2004",79.2,
"LUX","LIFEEXP","TOT","YR","A","2005",79.5,
"LUX","LIFEEXP","TOT","YR","A","2006",79.4,
"LUX","LIFEEXP","TOT","YR","A","2007",79.5,
"LUX","LIFEEXP","TOT","YR","A","2008",80.6,
"LUX","LIFEEXP","TOT","YR","A","2009",80.7,
"LUX","LIFEEXP","TOT","YR","A","2010",80.7,
"LUX","LIFEEXP","TOT","YR","A","2011",81.1,
"LUX","LIFEEXP","TOT","YR","A","2012",81.5,"B"
"LUX","LIFEEXP","TOT","YR","A","2013",81.9,
"LUX","LIFEEXP","TOT","YR","A","2014",82.3,
"LUX","LIFEEXP","TOT","YR","A","2015",82.4,
"LUX","LIFEEXP","TOT","YR","A","2016",82.8,
"LUX","LIFEEXP","TOT","YR","A","2017",82.2,
"LUX","LIFEEXP","TOT","YR","A","2018",82.4,
"MEX","LIFEEXP","TOT","YR","A","2000",73.3,
"MEX","LIFEEXP","TOT","YR","A","2001",73.5,
"MEX","LIFEEXP","TOT","YR","A","2002",73.6,
"MEX","LIFEEXP","TOT","YR","A","2003",73.8,
"MEX","LIFEEXP","TOT","YR","A","2004",73.9,
"MEX","LIFEEXP","TOT","YR","A","2005",74,
"MEX","LIFEEXP","TOT","YR","A","2006",74.1,
"MEX","LIFEEXP","TOT","YR","A","2007",74.2,
"MEX","LIFEEXP","TOT","YR","A","2008",74.1,
"MEX","LIFEEXP","TOT","YR","A","2009",74,
"MEX","LIFEEXP","TOT","YR","A","2010",74.1,
"MEX","LIFEEXP","TOT","YR","A","2011",74.2,
"MEX","LIFEEXP","TOT","YR","A","2012",74.4,
"MEX","LIFEEXP","TOT","YR","A","2013",74.6,
"MEX","LIFEEXP","TOT","YR","A","2014",74.8,
"MEX","LIFEEXP","TOT","YR","A","2015",75,
"MEX","LIFEEXP","TOT","YR","A","2016",75.2,
"MEX","LIFEEXP","TOT","YR","A","2017",75.4,
"MEX","LIFEEXP","TOT","YR","A","2018",75,"P"
"NLD","LIFEEXP","TOT","YR","A","2000",78.2,
"NLD","LIFEEXP","TOT","YR","A","2001",78.3,
"NLD","LIFEEXP","TOT","YR","A","2002",78.4,
"NLD","LIFEEXP","TOT","YR","A","2003",78.7,
"NLD","LIFEEXP","TOT","YR","A","2004",79.2,
"NLD","LIFEEXP","TOT","YR","A","2005",79.5,
"NLD","LIFEEXP","TOT","YR","A","2006",79.9,
"NLD","LIFEEXP","TOT","YR","A","2007",80.3,
"NLD","LIFEEXP","TOT","YR","A","2008",80.5,
"NLD","LIFEEXP","TOT","YR","A","2009",80.8,
"NLD","LIFEEXP","TOT","YR","A","2010",81,
"NLD","LIFEEXP","TOT","YR","A","2011",81.3,
"NLD","LIFEEXP","TOT","YR","A","2012",81.2,
"NLD","LIFEEXP","TOT","YR","A","2013",81.4,
"NLD","LIFEEXP","TOT","YR","A","2014",81.8,
"NLD","LIFEEXP","TOT","YR","A","2015",81.6,
"NLD","LIFEEXP","TOT","YR","A","2016",81.6,
"NLD","LIFEEXP","TOT","YR","A","2017",81.8,
"NLD","LIFEEXP","TOT","YR","A","2018",81.9,
"NZL","LIFEEXP","TOT","YR","A","2000",78.4,
"NZL","LIFEEXP","TOT","YR","A","2001",78.7,
"NZL","LIFEEXP","TOT","YR","A","2002",79,
"NZL","LIFEEXP","TOT","YR","A","2003",79.3,
"NZL","LIFEEXP","TOT","YR","A","2004",79.6,
"NZL","LIFEEXP","TOT","YR","A","2005",79.8,
"NZL","LIFEEXP","TOT","YR","A","2006",80.1,
"NZL","LIFEEXP","TOT","YR","A","2007",80.3,
"NZL","LIFEEXP","TOT","YR","A","2008",80.5,
"NZL","LIFEEXP","TOT","YR","A","2009",80.7,
"NZL","LIFEEXP","TOT","YR","A","2010",80.8,
"NZL","LIFEEXP","TOT","YR","A","2011",81,
"NZL","LIFEEXP","TOT","YR","A","2012",81.2,
"NZL","LIFEEXP","TOT","YR","A","2013",81.4,
"NZL","LIFEEXP","TOT","YR","A","2014",81.5,
"NZL","LIFEEXP","TOT","YR","A","2015",81.7,
"NZL","LIFEEXP","TOT","YR","A","2016",81.7,
"NZL","LIFEEXP","TOT","YR","A","2017",81.9,
"NZL","LIFEEXP","TOT","YR","A","2018",81.8,
"NOR","LIFEEXP","TOT","YR","A","2000",78.8,
"NOR","LIFEEXP","TOT","YR","A","2001",78.9,
"NOR","LIFEEXP","TOT","YR","A","2002",79,
"NOR","LIFEEXP","TOT","YR","A","2003",79.6,
"NOR","LIFEEXP","TOT","YR","A","2004",80.1,
"NOR","LIFEEXP","TOT","YR","A","2005",80.3,
"NOR","LIFEEXP","TOT","YR","A","2006",80.6,
"NOR","LIFEEXP","TOT","YR","A","2007",80.6,
"NOR","LIFEEXP","TOT","YR","A","2008",80.8,
"NOR","LIFEEXP","TOT","YR","A","2009",81,
"NOR","LIFEEXP","TOT","YR","A","2010",81.2,
"NOR","LIFEEXP","TOT","YR","A","2011",81.4,
"NOR","LIFEEXP","TOT","YR","A","2012",81.5,
"NOR","LIFEEXP","TOT","YR","A","2013",81.8,
"NOR","LIFEEXP","TOT","YR","A","2014",82.2,
"NOR","LIFEEXP","TOT","YR","A","2015",82.4,
"NOR","LIFEEXP","TOT","YR","A","2016",82.5,
"NOR","LIFEEXP","TOT","YR","A","2017",82.7,
"NOR","LIFEEXP","TOT","YR","A","2018",82.8,
"POL","LIFEEXP","TOT","YR","A","2000",73.8,"B"
"POL","LIFEEXP","TOT","YR","A","2001",74.2,
"POL","LIFEEXP","TOT","YR","A","2002",74.6,
"POL","LIFEEXP","TOT","YR","A","2003",74.7,
"POL","LIFEEXP","TOT","YR","A","2004",74.9,
"POL","LIFEEXP","TOT","YR","A","2005",75.1,
"POL","LIFEEXP","TOT","YR","A","2006",75.3,
"POL","LIFEEXP","TOT","YR","A","2007",75.4,
"POL","LIFEEXP","TOT","YR","A","2008",75.7,
"POL","LIFEEXP","TOT","YR","A","2009",75.8,"B"
"POL","LIFEEXP","TOT","YR","A","2010",76.5,
"POL","LIFEEXP","TOT","YR","A","2011",76.8,
"POL","LIFEEXP","TOT","YR","A","2012",76.9,
"POL","LIFEEXP","TOT","YR","A","2013",77.1,
"POL","LIFEEXP","TOT","YR","A","2014",77.7,
"POL","LIFEEXP","TOT","YR","A","2015",77.6,
"POL","LIFEEXP","TOT","YR","A","2016",78,
"POL","LIFEEXP","TOT","YR","A","2017",77.9,
"POL","LIFEEXP","TOT","YR","A","2018",77.7,
"PRT","LIFEEXP","TOT","YR","A","2000",76.9,
"PRT","LIFEEXP","TOT","YR","A","2001",77.2,
"PRT","LIFEEXP","TOT","YR","A","2002",77.4,
"PRT","LIFEEXP","TOT","YR","A","2003",77.5,
"PRT","LIFEEXP","TOT","YR","A","2004",78.4,
"PRT","LIFEEXP","TOT","YR","A","2005",78.2,
"PRT","LIFEEXP","TOT","YR","A","2006",79,
"PRT","LIFEEXP","TOT","YR","A","2007",79.2,
"PRT","LIFEEXP","TOT","YR","A","2008",79.5,
"PRT","LIFEEXP","TOT","YR","A","2009",79.7,
"PRT","LIFEEXP","TOT","YR","A","2010",80,
"PRT","LIFEEXP","TOT","YR","A","2011",80.6,
"PRT","LIFEEXP","TOT","YR","A","2012",80.5,
"PRT","LIFEEXP","TOT","YR","A","2013",80.8,
"PRT","LIFEEXP","TOT","YR","A","2014",81.2,
"PRT","LIFEEXP","TOT","YR","A","2015",81.2,
"PRT","LIFEEXP","TOT","YR","A","2016",81.2,
"PRT","LIFEEXP","TOT","YR","A","2017",81.5,
"PRT","LIFEEXP","TOT","YR","A","2018",81.4,
"SVK","LIFEEXP","TOT","YR","A","2000",73.4,
"SVK","LIFEEXP","TOT","YR","A","2001",73.6,
"SVK","LIFEEXP","TOT","YR","A","2002",73.8,
"SVK","LIFEEXP","TOT","YR","A","2003",73.8,
"SVK","LIFEEXP","TOT","YR","A","2004",74.2,
"SVK","LIFEEXP","TOT","YR","A","2005",74.2,
"SVK","LIFEEXP","TOT","YR","A","2006",74.4,
"SVK","LIFEEXP","TOT","YR","A","2007",74.5,
"SVK","LIFEEXP","TOT","YR","A","2008",75,
"SVK","LIFEEXP","TOT","YR","A","2009",75.3,
"SVK","LIFEEXP","TOT","YR","A","2010",75.6,
"SVK","LIFEEXP","TOT","YR","A","2011",76.1,
"SVK","LIFEEXP","TOT","YR","A","2012",76.2,
"SVK","LIFEEXP","TOT","YR","A","2013",76.5,
"SVK","LIFEEXP","TOT","YR","A","2014",76.9,
"SVK","LIFEEXP","TOT","YR","A","2015",76.7,
"SVK","LIFEEXP","TOT","YR","A","2016",77.3,
"SVK","LIFEEXP","TOT","YR","A","2017",77.3,
"SVK","LIFEEXP","TOT","YR","A","2018",77.4,
"ESP","LIFEEXP","TOT","YR","A","2000",79.3,
"ESP","LIFEEXP","TOT","YR","A","2001",79.8,
"ESP","LIFEEXP","TOT","YR","A","2002",79.9,
"ESP","LIFEEXP","TOT","YR","A","2003",79.7,
"ESP","LIFEEXP","TOT","YR","A","2004",80.4,
"ESP","LIFEEXP","TOT","YR","A","2005",80.3,
"ESP","LIFEEXP","TOT","YR","A","2006",81.1,
"ESP","LIFEEXP","TOT","YR","A","2007",81.2,
"ESP","LIFEEXP","TOT","YR","A","2008",81.5,
"ESP","LIFEEXP","TOT","YR","A","2009",81.9,
"ESP","LIFEEXP","TOT","YR","A","2010",82.4,
