"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","GNI","TOT","USD_CAP","A","2012",44399.894585,
"DEU","GNI","TOT","USD_CAP","A","2013",46035.531279,
"DEU","GNI","TOT","USD_CAP","A","2014",47953.166499,
"DEU","GNI","TOT","USD_CAP","A","2015",48694.521665,
"DEU","GNI","TOT","USD_CAP","A","2016",51834.217115,
"DEU","GNI","TOT","USD_CAP","A","2017",54382.303413,
"DEU","GNI","TOT","USD_CAP","A","2018",58225.95502,
"DEU","GNI","TOT","USD_CAP","A","2019",59122.670402,
"GRC","GNI","TOT","USD_CAP","A","2006",27981.773163,
"GRC","GNI","TOT","USD_CAP","A","2007",28530.12455,
"GRC","GNI","TOT","USD_CAP","A","2008",29936.903605,
"GRC","GNI","TOT","USD_CAP","A","2009",29707.068266,
"GRC","GNI","TOT","USD_CAP","A","2010",27316.377939,"B"
"GRC","GNI","TOT","USD_CAP","A","2011",24959.67967,
"GRC","GNI","TOT","USD_CAP","A","2012",25120.569134,
"GRC","GNI","TOT","USD_CAP","A","2013",25944.869094,
"GRC","GNI","TOT","USD_CAP","A","2014",26810.77417,
"GRC","GNI","TOT","USD_CAP","A","2015",26692.450954,
"GRC","GNI","TOT","USD_CAP","A","2016",27328.208649,
"GRC","GNI","TOT","USD_CAP","A","2017",28581.108825,"P"
"GRC","GNI","TOT","USD_CAP","A","2018",30254.93085,"P"
"GRC","GNI","TOT","USD_CAP","A","2019",31529.412607,"P"
"HUN","GNI","TOT","USD_CAP","A","2000",11169.563132,
"HUN","GNI","TOT","USD_CAP","A","2001",12446.73897,
"HUN","GNI","TOT","USD_CAP","A","2002",13700.432165,
"HUN","GNI","TOT","USD_CAP","A","2003",14599.934874,
"HUN","GNI","TOT","USD_CAP","A","2004",15237.089082,
"HUN","GNI","TOT","USD_CAP","A","2005",16000.552106,
"HUN","GNI","TOT","USD_CAP","A","2006",17201.5462,
"HUN","GNI","TOT","USD_CAP","A","2007",17595.330656,
"HUN","GNI","TOT","USD_CAP","A","2008",19333.422003,
"HUN","GNI","TOT","USD_CAP","A","2009",19786.371129,
"HUN","GNI","TOT","USD_CAP","A","2010",20737.363104,
"HUN","GNI","TOT","USD_CAP","A","2011",21898.371044,
"HUN","GNI","TOT","USD_CAP","A","2012",22233.322047,
"HUN","GNI","TOT","USD_CAP","A","2013",23805.207567,
"HUN","GNI","TOT","USD_CAP","A","2014",24535.171161,
"HUN","GNI","TOT","USD_CAP","A","2015",25568.40151,
"HUN","GNI","TOT","USD_CAP","A","2016",27204.37949,
"HUN","GNI","TOT","USD_CAP","A","2017",28400.889152,
"HUN","GNI","TOT","USD_CAP","A","2018",31648.591289,
"HUN","GNI","TOT","USD_CAP","A","2019",34018.822631,"P"
"IRL","GNI","TOT","USD_CAP","A","2000",26323.241308,
"IRL","GNI","TOT","USD_CAP","A","2001",27828.435489,
"IRL","GNI","TOT","USD_CAP","A","2002",29520.178615,
"IRL","GNI","TOT","USD_CAP","A","2003",31233.83558,
"IRL","GNI","TOT","USD_CAP","A","2004",33411.978653,
"IRL","GNI","TOT","USD_CAP","A","2005",35026.917451,
"IRL","GNI","TOT","USD_CAP","A","2006",38771.051994,
"IRL","GNI","TOT","USD_CAP","A","2007",40391.665908,
"IRL","GNI","TOT","USD_CAP","A","2008",38257.812269,
"IRL","GNI","TOT","USD_CAP","A","2009",34706.637924,
"IRL","GNI","TOT","USD_CAP","A","2010",36294.582412,
"IRL","GNI","TOT","USD_CAP","A","2011",36411.197499,
"IRL","GNI","TOT","USD_CAP","A","2012",37301.304776,
"IRL","GNI","TOT","USD_CAP","A","2013",40431.561513,
"IRL","GNI","TOT","USD_CAP","A","2014",43244.160229,
"IRL","GNI","TOT","USD_CAP","A","2015",53142.685085,
"IRL","GNI","TOT","USD_CAP","A","2016",58514.596765,
"IRL","GNI","TOT","USD_CAP","A","2017",62902.765086,
"IRL","GNI","TOT","USD_CAP","A","2018",69059.666241,
"IRL","GNI","TOT","USD_CAP","A","2019",71356.351852,
"ITA","GNI","TOT","USD_CAP","A","2000",26980.805428,
"ITA","GNI","TOT","USD_CAP","A","2001",27957.212942,
"ITA","GNI","TOT","USD_CAP","A","2002",28588.102831,
"ITA","GNI","TOT","USD_CAP","A","2003",28975.976551,
"ITA","GNI","TOT","USD_CAP","A","2004",29400.082834,
"ITA","GNI","TOT","USD_CAP","A","2005",30063.30905,
"ITA","GNI","TOT","USD_CAP","A","2006",32380.377991,
"ITA","GNI","TOT","USD_CAP","A","2007",33923.439666,
"ITA","GNI","TOT","USD_CAP","A","2008",34951.924299,
"ITA","GNI","TOT","USD_CAP","A","2009",34326.075223,
"ITA","GNI","TOT","USD_CAP","A","2010",34786.717151,
"ITA","GNI","TOT","USD_CAP","A","2011",36091.799716,
"ITA","GNI","TOT","USD_CAP","A","2012",35958.899097,
"ITA","GNI","TOT","USD_CAP","A","2013",36005.199726,
"ITA","GNI","TOT","USD_CAP","A","2014",36198.077101,
"ITA","GNI","TOT","USD_CAP","A","2015",36644.301269,
"ITA","GNI","TOT","USD_CAP","A","2016",40041.605815,
"ITA","GNI","TOT","USD_CAP","A","2017",41942.105937,
"ITA","GNI","TOT","USD_CAP","A","2018",44928.433388,
"ITA","GNI","TOT","USD_CAP","A","2019",46082.999465,
"JPN","GNI","TOT","USD_CAP","A","2000",27224.657974,
"JPN","GNI","TOT","USD_CAP","A","2001",27894.9848,
"JPN","GNI","TOT","USD_CAP","A","2002",28569.315522,
"JPN","GNI","TOT","USD_CAP","A","2003",29400.791496,
"JPN","GNI","TOT","USD_CAP","A","2004",30924.843733,
"JPN","GNI","TOT","USD_CAP","A","2005",32354.42042,
"JPN","GNI","TOT","USD_CAP","A","2006",33961.073549,
"JPN","GNI","TOT","USD_CAP","A","2007",35543.161152,
"JPN","GNI","TOT","USD_CAP","A","2008",35715.590423,
"JPN","GNI","TOT","USD_CAP","A","2009",34013.545102,
"JPN","GNI","TOT","USD_CAP","A","2010",35898.336921,
"JPN","GNI","TOT","USD_CAP","A","2011",36788.652657,
"JPN","GNI","TOT","USD_CAP","A","2012",38210.645475,
"JPN","GNI","TOT","USD_CAP","A","2013",40317.886349,
"JPN","GNI","TOT","USD_CAP","A","2014",40593.625446,
"JPN","GNI","TOT","USD_CAP","A","2015",41950.250516,
"JPN","GNI","TOT","USD_CAP","A","2016",41329.136062,
"JPN","GNI","TOT","USD_CAP","A","2017",42585.117749,
"JPN","GNI","TOT","USD_CAP","A","2018",44402.313808,
"JPN","GNI","TOT","USD_CAP","A","2019",45221.320852,"E"
"KOR","GNI","TOT","USD_CAP","A","2000",18415.370234,
"KOR","GNI","TOT","USD_CAP","A","2001",19580.18006,
"KOR","GNI","TOT","USD_CAP","A","2002",21317.307102,
"KOR","GNI","TOT","USD_CAP","A","2003",22007.71862,
"KOR","GNI","TOT","USD_CAP","A","2004",23722.121439,
"KOR","GNI","TOT","USD_CAP","A","2005",25008.746293,
"KOR","GNI","TOT","USD_CAP","A","2006",26796.74497,
"KOR","GNI","TOT","USD_CAP","A","2007",28976.501173,
"KOR","GNI","TOT","USD_CAP","A","2008",29953.506227,
"KOR","GNI","TOT","USD_CAP","A","2009",29484.023965,
"KOR","GNI","TOT","USD_CAP","A","2010",31795.778862,
"KOR","GNI","TOT","USD_CAP","A","2011",32747.982515,
"KOR","GNI","TOT","USD_CAP","A","2012",33907.928277,
"KOR","GNI","TOT","USD_CAP","A","2013",34462.50267,
"KOR","GNI","TOT","USD_CAP","A","2014",35495.22574,
"KOR","GNI","TOT","USD_CAP","A","2015",38020.917596,
"KOR","GNI","TOT","USD_CAP","A","2016",39719.980511,
"KOR","GNI","TOT","USD_CAP","A","2017",41278.149106,
"KOR","GNI","TOT","USD_CAP","A","2018",43854.102838,
"KOR","GNI","TOT","USD_CAP","A","2019",44393.744429,"P"
"LUX","GNI","TOT","USD_CAP","A","2000",48982.516184,"E"
"LUX","GNI","TOT","USD_CAP","A","2001",50254.367897,"E"
"LUX","GNI","TOT","USD_CAP","A","2002",49638.048061,"E"
"LUX","GNI","TOT","USD_CAP","A","2003",48893.133514,"E"
"LUX","GNI","TOT","USD_CAP","A","2004",58603.019524,"E"
"LUX","GNI","TOT","USD_CAP","A","2005",62926.660012,"E"
"LUX","GNI","TOT","USD_CAP","A","2006",63393.988658,"E"
"LUX","GNI","TOT","USD_CAP","A","2007",72571.215702,"E"
"LUX","GNI","TOT","USD_CAP","A","2008",71521.656637,"E"
"LUX","GNI","TOT","USD_CAP","A","2009",55708.471208,"E"
"LUX","GNI","TOT","USD_CAP","A","2010",61731.23856,
"LUX","GNI","TOT","USD_CAP","A","2011",63393.36354,
"LUX","GNI","TOT","USD_CAP","A","2012",63642.18139,
"LUX","GNI","TOT","USD_CAP","A","2013",63613.535515,
"LUX","GNI","TOT","USD_CAP","A","2014",67047.520814,
"LUX","GNI","TOT","USD_CAP","A","2015",67597.583214,
"LUX","GNI","TOT","USD_CAP","A","2016",70199.384538,
"LUX","GNI","TOT","USD_CAP","A","2017",72567.654247,
"LUX","GNI","TOT","USD_CAP","A","2018",76543.427337,
"MEX","GNI","TOT","USD_CAP","A","2000",9942.211716,"E"
"MEX","GNI","TOT","USD_CAP","A","2001",10042.666998,"E"
"MEX","GNI","TOT","USD_CAP","A","2002",10363.68461,"E"
"MEX","GNI","TOT","USD_CAP","A","2003",11101.914363,
"MEX","GNI","TOT","USD_CAP","A","2004",11744.341806,
"MEX","GNI","TOT","USD_CAP","A","2005",12278.155944,
"MEX","GNI","TOT","USD_CAP","A","2006",13509.833279,
"MEX","GNI","TOT","USD_CAP","A","2007",13993.645898,
"MEX","GNI","TOT","USD_CAP","A","2008",14675.930734,
"MEX","GNI","TOT","USD_CAP","A","2009",14288.319841,
"MEX","GNI","TOT","USD_CAP","A","2010",15076.212645,
"MEX","GNI","TOT","USD_CAP","A","2011",16283.88277,
"MEX","GNI","TOT","USD_CAP","A","2012",16887.38043,
"MEX","GNI","TOT","USD_CAP","A","2013",16953.790585,
"MEX","GNI","TOT","USD_CAP","A","2014",17732.104942,
"MEX","GNI","TOT","USD_CAP","A","2015",17978.182278,
"MEX","GNI","TOT","USD_CAP","A","2016",18993.040667,
"MEX","GNI","TOT","USD_CAP","A","2017",19492.977256,
"MEX","GNI","TOT","USD_CAP","A","2018",20055.435724,"E"
"MEX","GNI","TOT","USD_CAP","A","2019",20633.248599,"E"
"NLD","GNI","TOT","USD_CAP","A","2000",32455.345543,
"NLD","GNI","TOT","USD_CAP","A","2001",33038.801616,
"NLD","GNI","TOT","USD_CAP","A","2002",34354.807248,
"NLD","GNI","TOT","USD_CAP","A","2003",34478.030151,
"NLD","GNI","TOT","USD_CAP","A","2004",35982.08424,
"NLD","GNI","TOT","USD_CAP","A","2005",37105.012116,
"NLD","GNI","TOT","USD_CAP","A","2006",41276.883378,
"NLD","GNI","TOT","USD_CAP","A","2007",43864.89182,
"NLD","GNI","TOT","USD_CAP","A","2008",45112.247833,
"NLD","GNI","TOT","USD_CAP","A","2009",44153.752767,
"NLD","GNI","TOT","USD_CAP","A","2010",45211.674374,
"NLD","GNI","TOT","USD_CAP","A","2011",47251.185074,
"NLD","GNI","TOT","USD_CAP","A","2012",48081.2804,
"NLD","GNI","TOT","USD_CAP","A","2013",49909.707836,
"NLD","GNI","TOT","USD_CAP","A","2014",49111.386242,
"NLD","GNI","TOT","USD_CAP","A","2015",50326.906771,
"NLD","GNI","TOT","USD_CAP","A","2016",51516.14028,
"NLD","GNI","TOT","USD_CAP","A","2017",55682.149124,
"NLD","GNI","TOT","USD_CAP","A","2018",60407.673982,"P"
"NLD","GNI","TOT","USD_CAP","A","2019",61481.665898,"P"
"NZL","GNI","TOT","USD_CAP","A","2000",20251.7106,
"NZL","GNI","TOT","USD_CAP","A","2001",21254.627513,
"NZL","GNI","TOT","USD_CAP","A","2002",22012.362699,
"NZL","GNI","TOT","USD_CAP","A","2003",22722.94856,
"NZL","GNI","TOT","USD_CAP","A","2004",23587.594268,
"NZL","GNI","TOT","USD_CAP","A","2005",23936.76858,
"NZL","GNI","TOT","USD_CAP","A","2006",25824.497876,
"NZL","GNI","TOT","USD_CAP","A","2007",27215.829007,
"NZL","GNI","TOT","USD_CAP","A","2008",27625.868312,
"NZL","GNI","TOT","USD_CAP","A","2009",29334.017763,
"NZL","GNI","TOT","USD_CAP","A","2010",29625.528957,
"NZL","GNI","TOT","USD_CAP","A","2011",31201.028723,
"NZL","GNI","TOT","USD_CAP","A","2012",31554.578765,
"NZL","GNI","TOT","USD_CAP","A","2013",34676.933363,
"NZL","GNI","TOT","USD_CAP","A","2014",35635.066125,
"NZL","GNI","TOT","USD_CAP","A","2015",36095.757892,
"NZL","GNI","TOT","USD_CAP","A","2016",38607.377913,
"NZL","GNI","TOT","USD_CAP","A","2017",40735.407287,
"NZL","GNI","TOT","USD_CAP","A","2018",43335.249705,"P"
"NZL","GNI","TOT","USD_CAP","A","2019",44017.703288,"E"
"NOR","GNI","TOT","USD_CAP","A","2000",36477.190368,
"NOR","GNI","TOT","USD_CAP","A","2001",37818.385152,
"NOR","GNI","TOT","USD_CAP","A","2002",38075.507613,
"NOR","GNI","TOT","USD_CAP","A","2003",38770.506317,
"NOR","GNI","TOT","USD_CAP","A","2004",42569.099075,
"NOR","GNI","TOT","USD_CAP","A","2005",48298.438161,
"NOR","GNI","TOT","USD_CAP","A","2006",54098.054465,
"NOR","GNI","TOT","USD_CAP","A","2007",55711.911341,
"NOR","GNI","TOT","USD_CAP","A","2008",61480.334457,
"NOR","GNI","TOT","USD_CAP","A","2009",55771.0427,
"NOR","GNI","TOT","USD_CAP","A","2010",58636.30391,
"NOR","GNI","TOT","USD_CAP","A","2011",62729.992797,
"NOR","GNI","TOT","USD_CAP","A","2012",65979.789542,
"NOR","GNI","TOT","USD_CAP","A","2013",67764.629857,
"NOR","GNI","TOT","USD_CAP","A","2014",68102.516438,
"NOR","GNI","TOT","USD_CAP","A","2015",62995.580873,
"NOR","GNI","TOT","USD_CAP","A","2016",61833.049498,
"NOR","GNI","TOT","USD_CAP","A","2017",67105.100328,
"NOR","GNI","TOT","USD_CAP","A","2018",74491.794229,
"POL","GNI","TOT","USD_CAP","A","2000",10612.191173,
"POL","GNI","TOT","USD_CAP","A","2001",11066.259363,
"POL","GNI","TOT","USD_CAP","A","2002",11741.604478,
"POL","GNI","TOT","USD_CAP","A","2003",12143.410315,
"POL","GNI","TOT","USD_CAP","A","2004",12918.059847,
"POL","GNI","TOT","USD_CAP","A","2005",13654.928048,
"POL","GNI","TOT","USD_CAP","A","2006",14821.918755,
"POL","GNI","TOT","USD_CAP","A","2007",16222.232501,
"POL","GNI","TOT","USD_CAP","A","2008",17994.334427,
"POL","GNI","TOT","USD_CAP","A","2009",18517.668091,
"POL","GNI","TOT","USD_CAP","A","2010",20063.370356,
"POL","GNI","TOT","USD_CAP","A","2011",21761.803881,
"POL","GNI","TOT","USD_CAP","A","2012",22664.16874,
"POL","GNI","TOT","USD_CAP","A","2013",23605.455983,
"POL","GNI","TOT","USD_CAP","A","2014",24363.160128,
"POL","GNI","TOT","USD_CAP","A","2015",25559.540699,
"POL","GNI","TOT","USD_CAP","A","2016",26848.993621,
"POL","GNI","TOT","USD_CAP","A","2017",28568.235094,
"POL","GNI","TOT","USD_CAP","A","2018",31140.07297,"P"
"PRT","GNI","TOT","USD_CAP","A","2000",18578.782777,
"PRT","GNI","TOT","USD_CAP","A","2001",19198.397363,
"PRT","GNI","TOT","USD_CAP","A","2002",20048.50516,
"PRT","GNI","TOT","USD_CAP","A","2003",20620.772539,
"PRT","GNI","TOT","USD_CAP","A","2004",21190.319664,
"PRT","GNI","TOT","USD_CAP","A","2005",22423.506322,
"PRT","GNI","TOT","USD_CAP","A","2006",23949.544901,
"PRT","GNI","TOT","USD_CAP","A","2007",24963.419989,
"PRT","GNI","TOT","USD_CAP","A","2008",25771.248883,
"PRT","GNI","TOT","USD_CAP","A","2009",25594.012812,
"PRT","GNI","TOT","USD_CAP","A","2010",26414.70391,
"PRT","GNI","TOT","USD_CAP","A","2011",26335.67418,
"PRT","GNI","TOT","USD_CAP","A","2012",25812.299436,
"PRT","GNI","TOT","USD_CAP","A","2013",27562.555251,
"PRT","GNI","TOT","USD_CAP","A","2014",28154.273553,
"PRT","GNI","TOT","USD_CAP","A","2015",28865.215742,
"PRT","GNI","TOT","USD_CAP","A","2016",30839.796167,
"PRT","GNI","TOT","USD_CAP","A","2017",32372.066945,
"PRT","GNI","TOT","USD_CAP","A","2018",35154.235054,
"PRT","GNI","TOT","USD_CAP","A","2019",36981.655789,"P"
"SVK","GNI","TOT","USD_CAP","A","2000",11311.049795,
